Degree,Asian Music,Blues,Chill Out/Trip-Hop/Lounge,Classical,Comedy,Contemporary R&B,Contemporary Soul,Country,Dancefloor,Dancehall/Ragga,Disco,East Coast,Film Scores,Films/Games,Folk,Hard Rock,Indie Rock/Rock pop,Jazz,Kids,Latin Music,Metal
24,0,1,0,1,0,5,0,1,5,1,2,1,4,4,7,1,2,1,0,7,1
5,0,0,0,1,0,1,0,0,1,0,0,1,1,1,2,0,1,1,1,1,0
56,0,4,0,2,3,9,1,2,5,3,5,1,11,12,10,5,2,1,1,12,5
14,0,1,1,1,0,1,1,3,0,0,1,1,3,3,0,3,1,3,1,4,3
37,0,0,0,0,0,7,0,3,6,1,4,4,9,9,8,2,1,0,0,3,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
27,0,0,0,0,1,4,0,0,2,0,1,1,4,4,8,1,0,0,2,1,2
9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
56,1,2,3,4,0,6,0,2,3,2,5,3,7,8,16,6,2,4,1,6,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,1,3,0,1,1,11,1,4,9,1,5,2,11,11,20,7,3,1,2,6,4
40,1,3,0,0,0,4,1,2,4,2,3,0,7,7,7,3,5,2,2,5,8
4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,1,0,0,0,2,4,1,0,4,0,4,1,6,7,5,1,0,1,4,5,3
33,0,0,0,1,1,3,0,0,1,0,2,1,1,1,8,0,0,0,1,2,0
14,0,0,0,0,0,2,0,0,0,0,1,2,1,1,2,1,1,1,0,0,0
20,1,2,1,1,1,3,0,2,2,0,1,0,4,5,3,2,1,2,0,1,1
3,0,0,0,1,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1
7,0,0,1,2,0,2,1,1,0,0,1,2,2,2,2,0,1,3,1,2,1
17,0,1,0,0,0,1,0,0,2,0,1,0,1,1,3,1,0,0,0,1,0
8,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
26,1,3,0,1,0,5,1,0,3,0,4,1,8,8,6,4,0,2,2,7,5
26,0,1,2,1,0,2,3,1,4,0,2,1,1,1,4,4,1,3,2,2,3
31,1,2,0,0,0,4,0,1,3,0,0,0,6,6,4,1,1,0,1,6,2
12,0,1,0,1,0,2,1,0,1,0,0,1,2,2,4,0,1,1,1,2,0
11,0,0,1,1,1,2,0,1,3,0,0,0,3,3,4,1,2,0,2,1,1
2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,1
35,1,2,0,0,2,5,2,2,6,0,1,1,6,6,6,5,2,3,1,5,5
27,0,0,0,0,2,1,0,2,2,0,2,1,5,5,6,2,1,2,0,4,3
38,0,1,0,0,0,4,1,0,6,0,1,0,7,7,6,2,1,0,1,4,5
22,0,3,1,1,1,1,0,3,2,0,1,1,4,5,5,4,3,1,0,3,4
29,0,0,0,0,2,3,0,1,3,0,0,0,6,6,6,0,1,0,0,1,1
8,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,1,0,2,0,3,2,2,2,1,3,1,5,5,4,4,1,3,1,4,5
8,0,0,0,0,1,1,0,0,1,0,1,0,1,1,4,1,2,0,0,1,1
19,0,1,1,0,1,2,0,0,1,0,1,0,1,1,4,1,0,0,0,2,1
5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
30,1,5,2,3,1,6,2,2,4,0,2,2,8,8,4,4,4,4,3,3,5
70,1,5,2,5,1,8,3,5,12,0,4,2,14,14,16,8,5,2,4,10,14
16,0,0,0,0,0,2,0,0,0,0,0,0,1,1,3,1,1,2,0,2,3
13,0,1,0,0,0,2,0,1,3,0,0,0,1,1,2,3,2,1,2,0,1
28,0,2,0,2,3,6,1,2,5,2,4,0,5,6,2,2,2,1,0,4,2
7,0,1,0,0,0,0,0,0,0,0,1,0,2,2,1,1,1,0,0,2,1
3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
18,0,1,1,0,0,1,0,1,0,0,1,0,3,3,5,1,3,1,2,1,2
26,0,0,0,0,2,6,1,1,5,1,0,1,6,6,3,1,1,1,0,5,1
6,0,0,0,0,1,1,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0
8,0,0,0,0,1,2,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1
21,0,3,0,0,0,3,0,0,2,1,1,2,1,1,4,3,4,1,1,4,5
11,0,2,0,0,0,1,1,1,0,1,1,0,3,3,1,1,1,2,1,0,2
25,0,2,0,0,0,5,1,0,2,0,0,2,4,4,2,3,1,1,0,1,2
5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
71,2,3,0,1,3,10,1,2,15,0,0,3,15,16,12,6,3,3,0,7,5
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
11,0,0,0,0,1,2,0,0,1,1,0,0,2,2,4,0,0,0,1,2,0
25,0,2,0,1,0,0,0,3,1,0,2,0,4,4,6,4,3,1,1,2,5
15,0,3,0,0,0,1,0,0,1,0,0,1,1,1,1,4,0,0,1,2,7
2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
28,0,0,3,3,0,7,3,2,4,1,4,2,7,7,3,3,3,6,3,6,5
8,0,1,0,0,0,0,0,2,0,1,1,0,2,2,0,3,1,0,0,1,2
73,0,1,0,1,2,11,3,1,10,1,3,1,11,11,14,5,2,1,1,10,8
4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13,0,2,0,1,0,3,0,1,1,1,1,2,2,2,3,3,3,0,0,1,3
29,1,2,2,0,0,6,1,1,3,3,1,3,2,2,2,2,2,2,0,3,4
14,1,0,1,2,0,1,0,1,0,0,2,0,2,3,3,0,1,3,0,1,0
33,0,3,0,1,1,5,0,5,3,0,1,0,3,3,8,4,1,1,1,7,4
88,0,1,0,1,4,15,3,0,7,2,3,4,16,16,20,9,6,1,2,8,9
23,0,2,0,1,0,3,0,2,3,0,3,0,5,5,6,1,2,2,0,2,1
27,1,1,0,1,1,5,0,1,4,0,2,0,8,8,5,3,1,1,1,3,4
7,0,3,0,1,0,0,1,1,0,0,0,0,1,1,2,2,1,3,0,1,1
126,1,7,0,2,4,28,2,4,17,4,8,7,21,25,18,7,7,1,2,14,8
36,1,2,0,1,1,5,0,0,3,0,3,3,5,5,9,4,0,0,1,6,5
36,0,2,1,0,1,6,2,0,2,0,4,0,5,5,10,2,1,1,2,5,1
13,0,0,0,2,0,4,1,0,0,0,3,1,2,3,2,3,1,2,0,2,0
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
12,0,0,0,1,1,2,0,0,3,0,0,0,1,2,3,0,0,0,0,0,1
47,0,0,0,2,2,4,0,0,4,1,1,2,11,12,14,2,0,0,0,5,2
49,0,0,2,1,0,6,0,0,5,0,3,2,4,4,10,0,0,1,1,9,2
30,0,3,2,3,0,3,2,3,5,4,2,1,8,8,5,4,2,6,0,8,3
8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,1,0
29,0,0,0,0,0,2,0,0,2,0,1,1,3,3,9,1,2,0,1,2,2
3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,0,0,1,0,0,4,0,1,4,1,0,2,3,4,5,0,3,2,0,6,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,2,2,0,1,0,1,1,1,1,1,0,0,0,1,0,1
35,0,4,0,0,2,3,0,6,4,0,0,1,10,10,9,4,3,4,2,7,7
15,0,0,0,0,0,2,1,0,1,0,1,0,2,2,1,0,0,0,2,1,1
149,2,8,0,1,2,25,2,2,29,1,8,2,21,24,40,9,5,3,7,19,13
35,0,1,0,0,1,7,0,1,5,0,1,1,10,10,9,4,1,1,3,5,5
28,1,0,0,0,2,4,0,1,7,0,3,3,2,3,7,1,0,0,1,2,2
12,0,0,0,0,2,3,0,1,2,0,0,0,1,1,1,0,1,1,0,1,1
4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1
30,0,0,1,1,2,6,0,1,6,0,0,0,4,4,9,4,1,0,1,2,4
39,0,0,0,1,0,5,1,1,8,1,5,2,8,10,10,2,1,1,1,6,1
21,0,0,0,1,0,4,0,0,3,0,0,0,4,4,4,0,1,0,1,4,1
29,0,3,0,2,0,3,2,0,1,2,1,1,7,7,8,6,4,0,1,5,7
19,0,0,0,0,1,2,0,0,2,0,1,0,3,3,3,0,2,0,2,1,1
60,0,2,0,1,2,11,1,2,3,0,6,2,9,9,22,1,1,1,4,9,3
2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1
15,0,0,0,0,1,3,1,0,1,0,0,0,2,2,4,0,1,0,1,2,0
12,0,1,0,0,0,3,1,1,0,0,1,0,1,1,4,1,1,1,0,3,2
41,3,0,0,1,2,9,0,1,3,0,2,0,7,7,5,3,1,0,3,8,3
24,0,1,0,1,1,4,2,1,2,0,1,1,7,7,4,2,4,2,0,2,4
20,0,2,1,0,0,4,0,2,2,0,1,1,3,3,4,2,2,4,1,2,0
3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8,0,0,1,0,0,2,0,1,1,0,0,0,1,1,4,1,1,0,0,2,1
3,0,0,0,0,0,2,0,0,1,0,0,0,1,1,3,0,0,1,0,0,0
16,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,2,1
19,0,0,1,0,0,2,0,1,2,0,2,2,6,7,2,1,1,2,2,3,1
35,0,3,2,3,0,3,3,3,2,0,3,0,7,7,7,6,7,3,2,4,6
26,0,0,0,1,1,3,1,0,3,0,3,0,4,4,6,4,2,0,1,8,6
11,0,0,0,1,0,2,0,0,1,0,0,1,2,2,1,0,0,0,1,0,0
22,0,0,0,0,2,4,0,1,4,0,1,1,4,4,7,0,0,0,0,1,0
13,0,0,0,0,0,1,0,0,1,0,1,0,1,2,3,0,0,0,0,1,1
30,0,1,1,1,1,3,0,1,2,0,1,2,5,5,7,1,1,0,1,2,2
19,0,2,0,1,1,4,1,4,1,0,2,4,6,6,3,4,5,1,0,3,5
12,0,1,1,1,0,1,1,1,0,0,1,0,2,2,1,0,1,4,1,1,0
26,0,0,0,1,0,4,1,2,2,2,3,0,6,6,12,2,1,0,1,6,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,0,1,0,0,0,1,0,0,0,0,0,0,2,2,2,1,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,3,0
4,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,0,0,1,1,0
10,0,0,0,1,0,1,0,2,0,0,1,0,2,2,2,1,0,0,1,3,2
26,0,3,1,2,1,7,1,3,4,1,4,1,5,5,3,3,2,6,1,3,3
10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0
23,0,0,0,0,1,2,0,2,2,0,0,0,4,4,8,0,0,0,3,2,1
18,0,1,0,1,0,2,1,1,3,0,0,1,2,3,5,3,3,0,0,4,5
5,0,1,1,1,0,1,1,0,0,0,0,0,1,1,2,1,2,2,0,1,0
10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1,0,2,0
9,0,1,0,0,0,1,0,0,0,0,1,0,3,3,1,0,0,1,0,1,0
4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,0,1,0,2,0,2,0,0,4,0,1,0,4,6,3,1,0,0,1,3,3
4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
17,0,1,0,0,0,3,0,0,1,0,1,0,5,5,5,2,0,0,1,2,2
23,0,1,0,0,0,4,0,1,0,1,1,0,5,5,4,2,0,0,0,2,3
42,0,0,1,2,1,6,1,1,9,0,5,2,11,11,9,5,2,0,4,6,4
31,0,0,0,0,0,2,0,3,4,0,1,0,3,3,9,4,2,1,2,4,5
21,1,0,0,0,0,2,0,0,3,0,1,0,5,5,4,0,0,1,1,2,2
20,0,3,0,1,1,3,0,1,4,0,1,1,9,9,4,4,1,1,0,3,1
27,0,0,0,0,1,9,1,1,4,2,1,1,9,10,10,2,0,2,1,4,1
7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14,0,0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,0,0,1,2,0
13,0,1,1,1,0,3,1,0,0,0,0,0,1,1,4,1,1,0,0,1,0
45,0,2,1,2,3,10,1,2,6,1,5,0,8,8,12,6,3,1,0,7,6
5,0,1,0,2,1,1,0,0,1,0,0,0,3,4,0,1,0,0,1,1,1
49,0,2,0,2,3,8,2,1,5,0,3,1,8,10,7,3,1,3,2,5,4
18,0,2,0,0,0,2,0,1,1,0,1,1,2,2,2,2,0,1,1,3,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1
6,1,0,0,0,0,3,1,0,1,0,0,0,1,1,2,1,1,0,0,1,1
20,1,0,0,0,0,2,0,1,3,0,1,1,2,2,4,1,1,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,0,1
18,0,0,1,1,1,3,0,1,3,0,1,1,3,3,3,1,0,0,0,1,2
15,0,0,0,1,0,0,0,0,2,0,0,0,2,2,2,2,0,1,0,2,1
9,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,0,0,0,0,0,3,0,1,3,0,0,1,2,2,5,0,0,0,1,3,1
3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
22,0,1,1,3,0,4,2,1,4,1,5,2,6,6,4,3,2,1,0,2,2
8,0,1,0,0,0,1,0,0,1,0,2,0,2,2,1,1,2,0,1,1,1
14,0,2,0,2,0,4,0,2,3,0,1,0,4,4,5,2,2,1,0,1,2
47,0,2,0,1,0,4,0,0,6,0,2,1,9,9,8,6,5,0,0,3,4
31,0,1,2,2,1,4,1,1,1,2,1,1,2,2,2,3,3,2,0,4,4
11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
15,0,2,1,1,0,2,1,1,1,0,0,0,2,2,4,2,4,1,0,3,1
19,0,0,1,1,1,4,0,0,2,0,2,0,3,3,5,2,0,1,0,2,3
35,0,1,0,0,1,5,1,4,2,0,3,2,8,8,11,4,0,1,2,4,4
27,0,1,1,2,1,5,1,2,2,0,5,0,9,9,4,2,1,2,1,4,4
8,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,0,0,0
8,0,0,0,0,0,2,0,2,1,1,0,0,2,2,1,1,0,0,1,3,0
12,0,1,0,0,0,0,0,0,0,1,1,1,3,3,1,3,0,0,0,4,2
6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
7,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,1,1,1,1,1,0,2,2,4,4,1,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,0,0,0,0,2,0,1,0,0,1,1,1,1,2,0,0,1,0,1,0
8,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,1,0,0,0
4,0,1,0,2,0,2,0,0,0,0,1,0,1,1,0,0,1,1,0,2,1
18,0,0,0,0,0,2,0,0,1,0,2,2,3,4,3,0,0,0,1,2,0
32,2,1,2,2,3,7,1,1,6,0,2,3,9,10,6,4,4,1,1,6,4
18,0,1,1,0,0,1,0,1,1,0,0,0,2,2,5,3,0,1,0,2,4
39,2,3,1,0,1,3,1,3,6,0,2,0,8,9,8,4,1,2,0,3,4
6,0,1,0,0,1,2,0,1,3,0,0,0,2,2,2,0,2,0,0,0,1
12,0,2,0,0,0,2,0,0,1,0,1,0,2,2,1,3,2,1,1,0,2
25,0,3,2,3,0,3,2,1,0,0,1,2,3,3,7,4,2,2,1,3,5
10,0,0,0,1,0,1,0,1,2,0,0,0,2,2,4,0,0,0,0,2,1
4,0,0,0,0,0,1,0,2,0,0,0,0,1,1,1,0,1,0,0,0,1
6,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
22,0,0,0,1,0,6,0,2,7,0,0,0,3,4,4,1,0,1,2,1,0
23,0,2,1,2,0,4,0,2,1,0,3,1,4,4,7,3,2,1,2,1,4
60,1,0,0,1,1,13,0,2,9,3,3,0,13,13,17,1,1,2,2,6,2
51,1,2,2,1,1,10,0,4,10,1,4,4,19,19,13,3,1,2,2,8,5
35,0,1,1,0,1,4,2,0,2,1,2,0,5,5,6,1,1,1,1,6,3
25,0,1,0,0,3,2,0,3,3,0,0,1,3,3,6,2,1,0,0,4,2
21,0,2,0,1,1,5,1,4,4,1,0,2,8,8,2,5,4,4,1,7,5
38,0,1,0,0,1,6,2,1,1,1,3,1,6,6,12,4,3,2,1,8,4
41,0,1,0,0,3,11,1,1,6,0,1,1,10,11,5,6,4,2,1,8,6
4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,2,1
7,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,1
3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0
9,0,2,0,1,0,3,1,3,1,1,2,2,3,4,3,2,2,2,0,2,1
70,1,5,2,2,0,7,2,6,10,1,9,3,11,11,17,7,3,4,5,11,3
28,0,0,0,0,0,4,1,3,2,0,1,1,5,5,11,1,3,0,1,5,1
19,0,0,0,0,1,1,0,1,4,0,1,0,2,2,10,1,0,0,0,3,1
22,0,2,0,0,1,8,0,1,1,0,0,0,5,5,4,1,1,0,0,4,2
29,0,1,0,1,1,5,0,0,5,0,2,1,1,1,1,1,1,0,1,6,1
34,0,2,0,0,1,4,0,1,6,0,2,2,5,6,8,3,0,1,0,0,4
9,0,1,1,0,1,2,1,0,1,1,1,0,1,1,2,2,1,2,0,1,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,1,1,1,3,3,0,1,6,1,2,1,8,8,10,1,2,0,2,4,1
36,0,1,0,1,0,4,0,2,4,0,1,1,4,4,9,0,0,1,3,3,3
6,0,0,1,0,0,2,1,0,1,0,0,0,1,1,1,2,0,0,0,1,0
21,0,0,0,0,1,4,1,0,1,0,3,0,2,2,2,1,0,1,0,2,2
38,0,1,1,0,1,6,0,0,4,0,5,0,3,3,12,6,2,2,0,8,4
8,0,0,0,0,0,2,0,0,4,0,1,0,1,1,1,0,0,0,0,0,0
61,0,1,0,1,2,9,1,3,10,0,2,0,11,11,14,3,4,3,1,9,3
27,0,0,0,0,0,1,0,0,1,0,0,2,3,3,5,1,0,0,1,5,1
14,0,1,1,1,0,0,0,1,0,0,1,0,1,1,4,1,2,1,1,1,0
12,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,3,1
27,1,1,0,0,0,4,2,1,5,0,0,0,1,1,7,1,2,0,1,2,0
11,0,1,0,0,0,4,0,1,1,0,0,1,4,4,3,2,0,1,0,3,1
3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
24,0,0,0,0,0,4,1,0,1,0,0,0,3,3,4,3,1,1,1,2,3
15,0,0,0,1,0,1,0,0,3,0,1,1,3,3,5,0,1,2,0,2,1
25,0,0,0,1,0,1,0,0,2,0,3,2,5,5,5,2,3,0,0,2,2
38,1,7,0,0,1,7,2,2,4,1,4,4,5,5,8,8,5,2,3,8,7
3,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1
2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0
39,0,2,0,3,0,8,0,1,5,1,0,0,12,12,6,3,1,1,1,3,4
29,0,1,1,2,2,7,0,1,7,0,3,4,8,9,4,2,1,0,3,2,2
4,0,1,0,0,0,2,1,0,1,0,0,0,3,3,1,1,1,0,1,1,0
46,0,2,0,1,0,6,0,2,6,1,2,2,6,7,11,1,3,2,0,7,2
38,0,1,0,1,1,4,1,0,11,0,2,1,7,7,10,4,1,0,3,5,2
2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
18,0,1,0,1,2,3,0,0,1,1,2,1,0,0,2,3,0,3,0,4,4
47,2,6,1,0,1,8,4,3,7,0,4,3,13,13,16,9,6,1,1,8,8
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
13,0,0,0,1,1,2,0,1,2,0,1,0,1,2,1,1,0,1,0,0,0
42,0,0,0,0,1,6,0,4,3,2,4,1,3,4,12,2,0,0,0,3,2
14,0,0,0,0,0,2,0,0,2,1,0,0,1,1,7,0,0,0,0,3,0
28,0,0,0,0,0,3,0,0,4,0,0,0,5,5,2,1,1,0,2,1,1
8,0,0,0,1,0,2,0,0,3,0,1,0,3,3,2,0,0,0,0,1,0
10,0,1,0,2,0,3,1,1,2,0,0,0,3,3,2,2,3,1,2,2,1
53,0,1,1,0,0,9,1,0,8,0,2,4,8,9,14,3,2,3,0,5,3
27,0,0,0,1,1,2,0,1,4,0,3,0,4,4,3,5,1,0,2,2,5
29,1,4,3,2,0,3,1,2,3,2,2,2,2,2,4,4,1,3,1,3,2
3,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,2
20,0,0,0,2,0,5,0,1,4,0,0,0,5,5,5,0,0,0,2,4,0
20,0,0,0,1,0,4,2,0,1,1,2,0,2,3,3,1,0,0,1,3,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,1,0,1,0,0,1,0,1,1,2,1,1,0,0,0,1
8,0,2,2,0,0,1,0,1,0,0,0,0,1,1,0,2,2,1,1,1,3
11,0,0,1,1,0,3,1,3,3,0,2,0,3,3,3,1,2,2,1,6,0
34,1,2,1,1,0,4,1,2,1,1,2,1,2,2,1,2,2,5,0,2,2
142,1,14,5,19,3,25,5,14,7,2,17,8,30,31,20,17,18,21,8,17,13
28,0,1,0,0,1,3,1,2,2,0,0,2,3,2,4,2,2,0,1,3,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1
25,1,1,1,1,2,6,0,0,4,0,3,0,7,8,3,3,1,1,2,5,4
37,0,4,1,3,0,6,2,2,3,0,1,1,5,5,2,2,4,5,1,3,1
10,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,1,1
32,0,0,0,0,1,6,1,0,5,0,3,1,13,13,4,1,1,0,1,4,2
54,0,0,1,0,2,10,1,2,10,1,1,4,10,11,18,2,2,1,5,8,1
30,1,0,0,1,2,4,0,2,4,0,3,0,5,5,7,0,2,0,0,7,1
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,1,0,1,0,6,0,0,1,0,1,0,2,2,4,1,2,0,1,2,1
12,0,0,2,2,0,1,1,1,0,0,1,2,3,3,3,1,5,4,2,2,2
65,0,0,0,3,2,12,3,0,13,0,6,2,11,12,16,4,1,1,2,15,4
21,2,2,0,0,1,3,1,0,3,0,2,0,5,5,4,0,0,0,1,2,1
52,0,1,0,0,2,9,0,0,5,1,0,3,5,5,18,2,1,2,1,6,3
