Degree,Asian Music,Blues,Chill Out/Trip-Hop/Lounge,Classical,Comedy,Contemporary R&B,Contemporary Soul,Country,Dancefloor,Dancehall/Ragga,Disco,East Coast,Film Scores,Films/Games,Folk,Hard Rock,Indie Rock/Rock pop,Jazz,Kids,Latin Music,Metal
38,0,3,1,2,3,3,1,2,3,0,2,1,5,5,6,5,3,2,1,4,6
22,0,1,1,2,0,3,0,2,3,0,3,0,0,3,2,3,0,0,3,3,1
29,0,2,0,1,2,3,2,0,2,0,1,0,5,6,6,1,3,0,1,6,2
8,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,3,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20,0,2,0,1,0,2,0,1,2,0,1,0,3,6,3,2,0,1,1,2,2
8,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1
19,0,0,1,1,0,4,2,0,1,0,2,0,4,2,4,5,3,1,1,0,1
5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
30,0,2,2,0,1,2,1,0,3,0,2,1,8,4,6,3,0,1,1,6,3
70,1,3,1,1,2,6,1,4,13,1,7,2,15,16,13,7,4,1,5,9,5
16,0,2,1,0,1,3,0,2,0,0,0,0,1,4,2,3,0,1,0,1,1
13,0,1,0,0,0,0,0,1,2,0,0,0,3,6,1,1,1,0,2,3,0
28,0,3,1,0,1,3,0,3,2,0,1,1,5,9,5,4,0,1,1,3,4
7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0
3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0
18,0,0,0,0,1,6,1,0,2,0,0,1,2,2,1,2,1,1,1,0,1
26,1,2,0,2,0,5,1,0,3,0,0,1,3,4,3,0,1,2,2,1,1
6,0,1,0,0,0,1,0,0,1,0,0,1,2,1,2,2,0,0,0,1,3
8,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0
21,0,3,2,2,0,5,0,0,6,0,3,2,4,5,5,4,2,1,0,6,0
11,0,3,0,1,1,2,0,1,0,0,2,0,6,1,2,0,1,0,0,1,0
25,0,2,0,1,1,2,1,0,2,1,1,0,8,4,1,4,1,1,3,3,2
5,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
71,0,3,7,1,0,10,2,3,8,1,7,0,7,12,13,10,1,6,1,9,5
6,0,0,0,0,1,2,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0
11,0,1,0,0,0,2,0,0,0,0,1,0,3,1,3,4,0,0,1,3,1
25,1,0,0,2,0,3,0,0,2,0,1,0,3,5,6,0,4,1,0,1,3
15,0,0,0,1,0,4,1,1,1,1,1,1,3,7,1,0,4,1,3,1,1
2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
28,0,2,3,0,1,5,0,2,1,0,0,0,7,6,2,1,2,1,1,1,1
8,0,1,2,0,0,1,0,1,1,0,0,0,1,3,2,0,0,1,0,0,1
73,0,2,2,0,0,11,2,2,8,1,4,3,9,7,15,4,6,5,4,6,8
4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0
13,0,2,3,0,0,2,0,0,1,0,1,0,1,3,2,0,0,0,0,0,1
29,0,2,0,0,2,2,0,3,4,0,1,0,6,4,4,5,3,2,1,5,3
14,0,0,1,0,0,2,0,0,0,0,1,0,3,3,1,0,0,0,1,1,0
33,1,1,0,1,1,3,0,3,3,0,2,0,5,4,7,3,0,2,2,4,5
88,2,6,10,3,3,15,1,4,8,2,6,5,14,14,20,10,9,10,2,10,13
23,0,2,1,0,2,2,1,3,2,0,2,1,2,3,7,3,4,0,1,1,4
27,0,2,1,1,2,5,0,0,5,0,3,0,3,6,5,2,1,2,1,5,3
7,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,1
126,2,11,7,3,4,15,3,12,13,2,8,5,21,18,22,6,13,6,6,13,9
36,1,3,0,1,0,5,1,2,1,0,0,2,6,4,9,1,2,1,1,2,4
36,0,2,0,0,1,4,1,1,5,3,1,0,7,4,4,1,1,1,3,2,2
13,0,0,1,0,1,0,0,2,0,0,0,0,2,0,5,0,0,0,0,2,2
1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
12,0,1,0,1,0,2,0,0,2,0,1,0,3,4,3,2,1,1,1,0,1
47,0,2,8,3,0,4,1,5,5,0,2,1,8,8,10,6,1,3,2,8,4
49,1,2,2,1,5,5,0,3,7,0,6,2,7,8,5,3,2,3,1,5,4
30,0,1,8,1,2,4,1,0,0,0,5,0,6,9,2,1,1,4,0,6,2
8,0,1,0,0,0,1,0,3,1,0,0,1,0,3,0,1,0,0,0,0,1
29,1,1,2,1,0,7,0,2,1,1,3,0,2,2,4,2,3,0,1,1,4
3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0
24,0,1,3,1,0,3,0,0,1,0,1,0,4,4,8,1,3,2,0,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,1,0,1,1
35,0,1,2,1,0,2,0,1,2,0,2,1,5,6,7,2,3,2,1,7,4
15,0,1,1,1,0,2,0,0,0,0,2,0,6,5,1,1,4,0,0,1,0
149,1,6,5,3,2,20,2,5,17,3,9,5,21,24,29,20,3,5,6,12,13
35,1,1,1,2,3,5,0,0,1,0,2,1,5,7,8,2,2,1,2,7,2
28,0,1,0,0,0,1,1,2,2,0,2,1,6,4,6,0,2,3,0,5,2
12,0,0,0,2,0,3,0,1,1,0,0,2,2,4,0,1,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
30,0,1,3,1,0,6,0,2,2,0,1,0,4,3,6,1,1,1,0,5,5
39,3,1,0,1,0,3,1,2,5,0,0,5,9,8,6,5,5,4,3,4,6
21,2,1,1,0,1,5,1,1,1,0,3,1,2,3,1,2,2,1,0,6,1
29,2,1,2,1,1,8,1,0,0,1,4,2,4,8,5,3,2,1,2,3,2
19,0,0,0,1,0,2,2,1,0,0,3,1,6,3,5,0,2,0,1,2,2
60,2,4,8,0,2,8,0,1,5,0,4,1,10,11,15,5,5,2,2,5,7
2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
15,1,1,0,1,0,0,1,1,1,0,2,1,2,2,3,1,0,0,0,6,1
12,0,0,1,0,0,2,0,0,0,0,0,1,2,2,4,1,1,2,0,2,0
41,1,6,3,1,3,6,0,1,6,2,5,2,4,8,5,4,2,1,1,2,7
24,0,3,0,1,1,3,0,2,4,1,0,0,3,4,3,2,2,0,1,1,5
20,0,0,0,0,0,1,0,4,0,0,0,1,3,4,4,3,1,0,2,4,1
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,2,1,0,0,0,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16,0,1,0,0,0,1,0,2,2,1,2,1,1,1,1,2,0,0,1,0,1
19,0,0,4,2,1,3,0,1,2,0,2,1,2,3,4,4,1,2,0,2,2
35,0,3,0,2,2,5,1,1,2,0,2,1,6,6,8,3,0,3,2,4,3
26,0,3,0,1,0,2,0,0,7,0,1,2,4,4,4,2,1,2,2,2,4
11,0,0,1,1,0,0,1,1,0,0,0,0,0,2,1,2,1,1,1,4,0
22,0,1,0,0,1,0,0,3,1,0,3,1,4,4,5,3,0,0,0,4,1
13,0,1,0,1,0,0,0,0,2,0,1,0,3,3,2,1,0,0,1,0,2
30,0,0,4,1,2,3,2,0,4,1,1,1,5,4,7,2,1,2,2,3,1
19,0,0,5,0,0,4,1,1,0,1,1,0,3,4,5,2,0,1,2,1,3
12,0,2,2,0,0,1,0,2,1,0,0,1,1,1,0,0,2,0,0,3,1
26,1,0,0,1,0,4,0,2,3,0,1,1,8,2,4,3,2,1,0,4,5
3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
5,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,4,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,3,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
10,0,0,0,0,0,3,0,1,1,1,1,0,1,3,1,2,0,2,0,2,1
26,0,0,0,1,0,9,0,0,1,0,0,0,4,2,6,2,3,1,2,4,3
10,0,1,1,0,0,2,0,1,0,0,0,1,4,1,2,1,1,1,2,1,2
23,0,0,0,0,0,1,0,0,2,0,2,0,5,4,4,3,1,3,0,3,5
18,0,3,1,0,2,1,0,1,2,0,3,1,5,6,7,1,0,1,1,2,1
5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1
10,0,0,0,0,0,2,0,2,1,0,0,1,3,1,2,1,0,0,0,1,0
9,0,0,0,1,0,3,0,0,0,0,1,1,3,1,1,1,2,1,2,2,0
4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2
6,0,1,0,1,1,0,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,1,5,1,0,4,0,0,0,0,1,0,3,4,5,3,0,1,2,2,2
4,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0
17,0,0,0,0,0,5,1,0,0,0,0,0,1,3,2,0,1,2,3,5,4
23,0,3,1,1,0,6,1,0,4,0,0,2,3,5,1,3,0,0,1,3,1
42,0,1,6,0,0,4,0,4,5,2,2,0,7,5,9,7,3,3,2,6,2
31,0,0,0,2,0,4,1,1,2,2,2,0,7,8,2,2,0,1,0,6,1
21,0,2,1,1,2,6,0,0,0,0,2,1,4,2,4,1,0,1,1,1,2
20,0,1,1,0,0,4,0,1,1,0,1,1,3,2,6,1,0,0,1,0,3
27,1,1,1,3,0,4,0,0,2,0,3,0,3,2,4,6,3,1,0,1,3
7,0,0,0,0,0,1,0,0,2,0,1,0,1,0,3,0,0,0,0,2,0
14,0,3,0,0,0,0,3,1,0,0,0,0,4,1,1,0,1,0,0,5,2
13,0,0,0,1,0,1,1,0,0,0,1,0,2,1,2,0,2,0,1,3,4
45,0,1,0,0,2,9,0,4,2,2,0,0,9,5,9,3,3,3,3,5,6
5,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,2
49,0,5,4,2,1,5,4,5,4,1,3,3,13,5,8,2,3,1,1,7,5
18,0,0,1,1,0,4,1,0,1,0,1,0,2,2,6,0,0,2,1,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,2,1
6,0,0,0,1,0,1,1,0,2,0,1,0,1,0,0,1,0,2,1,2,1
20,0,0,0,0,0,1,0,0,1,0,1,1,5,4,2,2,0,1,1,4,3
3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
18,0,0,0,0,0,1,0,0,1,0,0,1,1,7,1,0,2,1,0,3,2
15,0,0,0,0,1,2,1,0,1,0,2,0,3,5,2,4,0,0,2,1,1
9,1,0,0,0,0,1,0,0,1,1,1,0,2,2,2,1,0,0,0,0,0
4,0,0,1,0,0,0,0,0,2,0,1,1,1,1,1,0,0,0,0,1,0
14,0,0,0,0,0,3,1,1,1,0,1,0,2,3,1,0,2,1,0,3,1
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0
22,0,3,0,1,0,4,0,2,4,1,2,1,5,1,5,1,2,0,0,0,4
8,0,0,0,0,0,1,0,0,1,0,1,0,2,0,2,2,0,0,0,1,1
14,0,0,0,0,0,0,1,3,0,0,0,1,2,2,3,1,0,0,0,1,4
47,2,0,1,3,4,3,1,2,2,0,2,1,6,6,9,3,4,0,0,6,4
31,0,3,3,2,3,4,1,3,1,0,1,2,5,4,6,1,2,0,2,3,5
11,0,2,1,2,0,1,1,1,0,2,1,0,1,4,3,0,0,0,0,2,1
15,0,0,1,1,1,1,0,2,2,1,0,0,2,4,3,1,1,1,0,1,0
19,0,2,0,0,1,1,0,1,1,0,0,1,4,6,5,3,0,0,0,2,2
35,1,4,0,1,1,5,0,1,5,0,2,1,5,7,4,3,3,5,1,4,3
27,0,2,0,2,0,4,0,3,3,0,1,0,8,3,5,4,2,2,1,3,5
8,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0
8,0,0,0,0,0,0,0,0,2,0,1,0,1,3,1,0,0,1,0,0,0
12,0,1,0,1,0,2,0,2,2,0,1,1,0,3,5,0,0,0,0,1,1
6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1,0,2
7,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,0,0,0,0
3,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
17,0,1,1,1,0,4,0,0,2,0,0,0,3,2,5,2,0,2,1,3,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0
12,0,1,1,0,1,2,0,1,4,0,0,1,3,3,2,1,1,1,0,1,3
8,0,0,0,1,0,1,0,0,1,0,0,0,2,2,2,1,0,0,1,3,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,1
18,0,1,0,2,0,1,0,0,2,0,1,1,4,3,4,2,1,0,0,2,3
32,0,4,5,1,0,1,1,4,2,0,1,2,3,5,4,3,2,2,0,5,5
18,1,0,0,2,1,0,0,1,2,0,2,0,2,1,3,3,4,0,1,1,1
39,0,5,0,1,1,5,0,1,2,0,1,1,8,8,6,7,3,3,2,5,4
6,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,2,0,1,0,0,1
12,0,1,0,0,0,1,0,0,1,0,0,0,3,2,2,1,0,1,2,1,3
25,0,2,2,2,0,2,1,3,0,1,0,2,2,7,6,5,2,0,0,2,3
10,0,1,0,1,0,4,0,0,1,1,0,0,2,2,1,1,0,0,0,2,1
4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
6,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,1,0,0,1,0
2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22,0,1,0,0,1,1,1,1,5,0,2,2,3,2,5,1,0,0,1,0,0
23,0,0,1,1,0,2,0,0,4,0,0,0,0,5,6,3,0,2,1,2,3
60,0,7,6,0,1,12,3,5,8,1,5,3,8,6,8,8,4,4,2,5,6
51,0,1,3,1,0,9,3,3,0,0,2,1,19,7,9,5,0,2,3,6,4
35,0,5,1,2,2,8,1,1,4,0,4,0,3,10,6,6,2,1,2,1,5
25,0,3,0,1,1,7,0,3,1,0,2,3,2,1,6,4,2,0,1,6,3
21,0,2,1,0,0,3,0,1,2,0,1,1,3,1,4,1,1,1,1,2,2
38,2,2,1,1,2,2,1,2,2,0,2,2,4,6,9,5,3,5,2,9,2
41,1,1,1,0,0,8,1,0,7,0,1,3,7,7,6,4,5,3,0,7,2
4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,2
7,2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,2,0,1,0,0,1
9,0,1,0,0,0,4,0,1,1,0,0,1,2,1,1,1,1,0,1,0,1
70,0,8,3,2,3,12,2,4,7,1,3,3,13,12,12,10,6,5,2,10,9
28,0,1,0,1,1,6,0,2,0,0,2,0,5,8,7,4,1,1,1,3,1
19,0,2,1,0,1,1,0,1,0,0,1,1,3,5,3,2,1,1,0,4,0
22,0,1,2,1,0,1,1,1,0,0,0,0,4,2,2,4,1,2,0,1,1
29,0,4,0,1,0,4,0,0,2,1,1,2,6,2,5,3,4,1,0,7,4
34,1,3,4,0,1,5,1,2,2,0,2,0,7,8,8,4,2,0,2,5,3
9,0,1,0,2,0,2,0,0,1,0,1,1,0,2,1,2,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,0,2,0,1,0,4,1,2,3,0,6,2,11,8,10,3,1,1,2,3,3
36,0,0,5,3,0,4,0,1,4,0,2,1,5,4,9,3,2,2,0,5,6
6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1
21,0,2,0,2,0,1,1,5,1,0,3,1,5,2,1,1,1,4,1,3,2
38,0,2,2,3,2,2,0,0,7,0,5,3,7,8,9,7,1,2,0,6,5
8,0,0,0,0,0,1,1,0,0,0,0,1,1,2,0,0,1,0,0,1,1
61,0,3,3,6,4,13,0,2,8,0,1,1,9,10,10,6,5,9,2,8,7
27,0,1,0,2,0,4,0,1,5,0,2,1,3,4,8,5,4,1,1,5,4
14,1,1,0,0,0,1,1,1,1,0,0,0,3,2,1,4,0,0,0,0,2
12,0,0,0,0,0,3,1,0,0,0,1,0,1,1,2,2,1,0,0,0,1
27,0,1,0,0,1,1,2,3,1,1,1,1,3,4,2,1,4,1,0,4,3
11,0,0,0,1,0,1,0,0,2,0,0,1,1,1,1,1,1,0,2,1,0
3,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,1,0,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
24,1,3,5,0,0,4,1,2,1,0,0,0,3,3,2,2,1,1,2,3,4
15,0,1,0,0,1,0,1,3,1,0,1,0,3,4,2,0,0,0,1,0,3
25,0,1,0,1,0,2,0,0,1,0,2,2,5,1,2,2,4,1,0,1,1
38,0,7,4,3,2,6,1,1,4,0,3,4,6,11,5,6,3,2,1,3,4
3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
39,0,3,1,1,1,4,1,3,3,0,3,2,5,9,4,1,3,2,0,3,5
29,1,2,2,2,0,6,0,2,3,0,2,0,5,6,5,2,3,2,4,1,3
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
46,0,1,3,1,3,4,1,3,4,1,2,2,10,10,8,2,5,4,1,5,2
38,0,0,1,0,0,3,2,2,3,1,1,1,5,4,6,5,5,3,2,5,3
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,0,0,0,2,0,2,3,2,2,1,0,1,4,1,3,0,0,1,3,2,1
47,0,3,4,4,2,6,1,2,2,1,4,3,8,9,6,4,2,2,1,5,4
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,0,1,0,2,1,1,0,1,2,0,0,1,2,2,1,2,1,0,0,2,1
42,0,4,1,2,1,3,0,4,7,0,2,0,3,10,8,2,4,1,3,5,6
14,0,1,0,0,0,2,1,1,0,2,1,0,3,1,3,1,0,0,2,2,1
28,0,1,0,1,3,1,0,2,2,2,0,0,6,5,8,3,0,1,1,5,6
8,0,0,0,0,2,0,0,1,0,1,0,0,1,1,3,0,1,1,0,0,1
10,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,0,0,0,2,1
53,1,7,0,3,2,7,0,1,7,2,2,1,8,9,9,3,2,2,0,8,5
27,0,4,0,1,0,1,1,1,3,0,2,1,4,3,8,4,2,0,1,0,3
29,1,3,8,1,1,8,0,1,3,0,1,0,2,3,7,4,0,2,0,3,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
20,0,2,0,2,0,2,0,1,3,1,0,1,3,1,5,1,1,0,0,4,1
20,0,3,0,1,0,2,1,1,2,0,2,1,2,2,5,4,2,1,0,2,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
11,0,0,0,0,0,1,0,1,1,1,2,0,0,5,0,1,2,0,0,0,1
8,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,1,2
11,1,1,0,0,0,2,1,0,0,0,3,0,4,2,1,3,1,1,1,3,1
34,0,2,0,0,2,7,2,2,5,0,3,1,2,6,6,10,4,2,0,4,3
142,6,12,13,2,6,20,4,6,9,2,7,5,29,21,22,12,9,3,6,14,13
28,0,2,3,1,1,1,0,3,3,0,3,3,7,3,5,4,1,1,0,1,2
3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,2,1
25,0,3,3,0,1,3,1,2,4,0,2,2,5,6,4,0,2,2,0,8,2
37,0,4,2,1,1,4,0,3,8,0,2,0,7,7,7,4,2,2,2,2,4
10,0,0,0,0,0,0,0,1,2,0,0,0,2,1,2,1,0,1,0,0,1
32,0,1,5,2,1,4,0,1,5,0,1,3,6,7,7,4,2,1,3,3,2
54,0,3,1,3,1,8,2,3,9,1,2,1,8,8,5,7,6,3,1,12,4
30,0,5,0,0,0,6,2,0,2,1,2,2,5,4,4,0,1,0,1,1,3
5,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1
4,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0
22,0,3,0,0,0,2,0,0,3,0,0,1,5,6,5,2,2,0,1,7,2
12,0,1,1,2,1,0,0,2,3,0,0,0,4,2,1,0,0,0,1,0,0
65,2,3,1,1,2,5,0,1,7,2,4,0,17,7,19,7,2,4,5,6,4
21,0,3,0,1,0,1,0,0,3,0,1,1,2,3,3,1,2,2,1,2,0
52,0,1,0,2,0,5,2,3,7,0,4,2,7,8,3,7,5,2,1,6,6
