Degree,Asian Music,Blues,Chill Out/Trip-Hop/Lounge,Classical,Comedy,Contemporary R&B,Contemporary Soul,Country,Dancefloor,Dancehall/Ragga,Disco,East Coast,Film Scores,Films/Games,Folk,Hard Rock,Indie Rock/Rock pop,Jazz,Kids,Latin Music,Metal
7,0,0,1,0,1,1,0,1,0,0,0,0,4,2,3,1,0,0,1,1,1
17,0,0,1,0,1,4,1,1,3,0,1,0,5,2,3,1,0,1,0,1,3
8,0,0,0,0,0,2,0,1,0,0,0,0,1,0,3,1,1,0,0,0,0
26,2,1,0,1,1,5,1,0,2,1,1,4,3,2,6,3,3,2,2,2,3
26,0,0,0,1,0,3,1,1,4,2,1,1,2,4,5,1,0,1,2,2,3
31,2,4,2,1,0,2,0,2,2,1,3,0,5,4,3,3,3,5,2,6,3
12,0,0,0,0,0,3,1,2,0,0,1,2,2,2,2,0,0,0,1,3,1
11,0,0,0,0,0,2,1,0,1,0,0,1,1,1,1,2,0,0,0,1,2
2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,3,0,2,0,7,1,1,2,0,3,0,6,4,5,2,1,1,3,5,5
27,1,1,0,1,2,4,0,2,1,0,2,1,6,7,5,4,3,2,1,3,4
38,0,1,1,1,0,5,1,2,3,0,5,0,6,5,7,5,2,2,1,8,2
22,0,0,0,0,0,1,1,1,0,2,0,0,3,1,3,3,3,1,0,3,3
29,3,3,0,0,2,5,0,1,2,1,4,1,2,4,5,3,0,1,2,3,6
8,0,0,0,1,0,3,0,1,0,1,0,0,1,1,1,0,1,0,0,2,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
20,0,1,0,3,0,1,2,0,4,1,2,1,4,4,2,1,1,1,0,4,3
8,0,1,0,1,0,2,0,2,1,0,0,0,2,1,1,0,0,1,0,0,0
19,0,2,0,1,0,1,0,1,1,0,0,0,1,3,3,1,1,2,0,4,2
5,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,1,0,1,1
30,0,2,1,1,0,4,0,1,1,0,1,1,5,7,7,2,2,2,3,5,4
70,0,2,0,0,2,10,1,3,6,1,0,2,13,12,12,4,4,3,2,11,6
16,2,2,1,1,1,0,2,1,1,1,2,0,4,0,2,2,1,1,0,3,1
13,0,2,1,1,0,0,0,1,2,0,0,0,2,3,3,0,2,1,2,2,1
28,0,2,0,0,0,4,0,1,2,0,4,0,6,8,3,0,2,1,0,4,1
7,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,1,0,2
3,0,0,0,0,0,1,0,0,2,0,2,0,1,0,1,0,0,0,0,1,0
18,0,2,2,1,0,0,0,0,0,0,1,1,8,4,4,0,0,2,1,1,2
26,0,0,1,3,0,1,1,0,3,0,0,0,3,3,3,3,3,1,1,3,2
6,0,0,0,1,0,1,0,0,0,1,0,0,1,3,1,1,1,0,0,0,0
8,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,1,0,0,0,2,0
21,1,1,0,0,0,3,0,3,1,0,1,0,3,4,6,3,2,1,0,2,2
11,0,0,0,1,0,0,0,2,2,0,0,0,2,2,2,0,3,2,0,4,0
25,0,2,1,1,1,4,2,0,1,0,2,2,3,5,8,3,3,1,1,3,5
5,0,0,0,0,0,1,0,2,0,0,0,0,5,0,3,0,0,0,0,1,1
71,3,3,2,6,0,5,0,2,10,2,3,1,13,14,13,12,7,1,1,8,10
6,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
11,0,0,0,0,0,3,2,0,0,0,1,2,4,1,2,0,1,2,0,3,1
25,1,0,2,0,0,7,0,3,4,1,3,0,4,2,3,2,2,2,0,2,2
15,0,1,1,1,0,3,0,1,1,0,0,0,4,5,2,0,0,1,0,2,1
2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
28,0,0,2,0,0,7,0,2,3,0,1,1,1,3,3,1,3,1,0,7,1
8,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0
73,0,6,2,4,5,7,5,6,8,2,3,2,10,15,13,5,3,3,3,9,7
4,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0
13,0,2,0,0,0,2,0,1,2,0,1,0,2,2,2,2,2,2,1,2,2
29,0,3,1,0,0,5,0,2,2,1,1,0,7,6,10,0,6,0,0,5,4
14,0,0,0,0,0,0,0,1,1,0,0,1,6,2,1,2,0,1,1,4,1
33,0,3,0,1,0,7,0,1,4,1,0,0,3,3,6,4,2,1,0,5,4
88,9,7,3,5,3,7,2,8,9,2,4,4,16,13,13,4,12,3,0,12,9
23,0,4,1,2,0,3,3,3,1,0,0,0,5,3,7,2,0,2,0,3,3
27,2,2,0,0,0,9,0,3,1,1,3,1,2,5,5,3,1,2,1,3,4
7,0,0,1,0,1,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0
126,3,2,0,3,1,17,3,2,15,3,10,3,18,22,28,15,7,5,7,13,17
36,1,1,1,4,1,2,0,3,2,0,2,0,10,7,4,6,4,2,1,4,2
36,1,4,0,0,0,6,1,1,4,0,3,0,9,9,8,7,4,1,1,8,4
13,0,1,0,1,1,1,0,0,2,0,2,0,2,2,2,1,0,1,0,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
12,0,0,0,0,0,4,0,0,0,1,3,1,1,2,1,1,0,1,0,0,0
47,4,4,0,2,3,5,0,2,5,0,6,1,9,5,3,11,2,1,3,6,2
49,1,1,0,2,1,9,2,1,7,1,3,2,9,8,8,3,3,3,2,7,5
30,2,2,0,4,1,6,0,1,8,0,3,0,5,6,5,3,3,1,1,5,2
8,0,1,0,0,1,3,0,1,0,0,0,0,2,1,2,1,1,0,1,1,1
29,4,2,0,1,2,3,2,3,4,0,1,0,7,5,8,2,3,3,1,7,3
3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
24,0,1,1,0,0,1,0,0,2,2,1,1,3,4,2,1,1,0,2,2,5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
35,0,0,0,0,3,5,1,2,2,1,1,2,7,5,3,2,4,1,1,1,3
15,0,0,0,1,0,4,0,1,0,1,1,0,2,4,1,2,1,2,0,1,2
149,3,8,4,13,0,13,1,9,9,2,7,9,22,19,27,15,6,8,3,23,11
35,1,1,1,2,0,2,1,0,6,1,4,2,7,7,9,2,1,4,3,3,3
28,2,2,0,1,0,3,0,2,5,0,1,0,5,7,2,3,2,1,3,5,6
12,3,1,0,1,0,2,0,1,0,0,1,1,1,4,2,0,1,3,1,0,2
4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
30,0,1,0,1,0,2,1,1,3,1,2,1,4,4,7,2,2,2,2,1,2
39,0,6,0,1,0,2,1,2,3,1,0,0,6,7,5,4,4,3,4,5,5
21,0,2,1,0,1,6,0,1,4,0,1,1,2,3,2,4,2,1,1,3,2
29,1,2,1,2,2,2,2,2,0,0,2,0,3,6,6,4,1,1,2,0,1
19,0,2,0,0,0,2,1,2,3,1,1,0,3,3,2,1,1,1,1,4,3
60,5,6,3,3,1,6,0,5,6,1,3,0,4,13,12,2,4,7,4,11,5
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
15,1,0,0,0,0,3,0,0,0,0,2,2,3,0,0,3,0,0,1,3,1
12,0,1,0,1,0,1,1,2,1,0,1,1,0,2,2,3,0,0,0,1,1
41,0,5,0,1,0,6,2,3,4,1,1,1,8,6,6,5,1,2,3,5,3
24,0,1,0,0,0,6,2,0,0,0,1,2,5,4,2,0,0,3,4,0,2
20,0,1,0,0,1,5,0,0,0,0,0,1,4,1,3,3,1,1,1,3,0
3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
8,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,2,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,0,1,0,0,0,3,1,0,1,0,1,0,3,1,1,0,0,0,2,4,0
19,1,3,0,2,0,1,0,1,3,0,0,1,2,1,1,2,0,0,0,3,5
35,0,1,2,0,0,4,1,1,3,0,1,2,9,4,9,4,3,1,3,3,4
26,0,1,0,1,1,3,0,1,3,0,2,1,5,6,4,5,0,2,1,5,4
11,0,0,0,1,1,0,0,1,1,0,4,0,1,2,2,0,0,1,0,0,3
22,1,0,0,0,0,4,0,0,4,1,0,0,2,2,2,1,3,0,0,1,2
13,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,1,1,0,0,2,3
30,2,0,0,0,1,2,0,1,2,1,1,0,4,7,3,2,3,2,1,7,4
19,0,0,0,2,2,2,0,0,4,0,1,1,2,1,2,2,1,1,1,1,3
12,0,1,0,1,0,1,1,0,1,1,0,0,1,3,1,0,0,0,0,1,3
26,0,3,0,1,1,6,2,1,2,1,1,0,4,2,5,1,1,1,2,2,3
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
5,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2
4,0,1,0,0,1,2,0,0,1,0,1,0,2,1,1,2,0,0,1,2,1
10,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,1,3,1
26,0,4,1,0,1,7,0,1,4,0,1,1,3,4,6,1,0,2,1,3,4
10,0,1,1,0,0,2,1,1,1,0,0,0,2,2,3,0,1,0,0,1,1
23,0,1,0,1,0,1,0,1,1,2,6,0,5,6,1,1,3,4,1,4,4
18,0,3,1,0,1,2,1,0,3,0,2,0,3,5,2,1,0,1,1,2,3
5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
10,0,0,0,0,0,3,0,0,1,0,1,0,0,0,2,1,0,1,1,2,1
9,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,1,1,0,1,0,3
4,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0
6,0,0,1,0,0,2,0,2,0,0,0,0,0,1,2,1,1,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
24,1,1,0,0,0,2,0,0,3,0,0,2,3,5,6,5,3,0,1,0,4
4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,0,0,0,0,0,2,3,0,3,0,1,0,3,0,2,3,0,0,0,1,0
23,1,0,0,1,0,4,1,5,1,1,0,0,4,4,4,0,2,0,0,4,1
42,0,1,1,1,1,12,3,3,2,0,4,3,8,6,8,4,3,1,2,3,2
31,1,2,0,0,0,4,0,2,3,0,0,0,7,3,3,3,0,1,0,5,2
21,1,0,0,1,1,2,0,3,2,0,0,0,2,5,3,3,0,2,1,4,1
20,0,0,0,2,0,1,1,3,3,0,1,0,5,3,0,1,1,0,1,2,1
27,0,0,0,1,1,3,0,1,3,0,3,1,3,9,3,1,1,0,1,3,1
7,0,1,0,1,0,2,0,0,1,0,0,0,0,3,0,1,0,0,0,1,1
14,0,1,0,0,0,1,0,2,3,0,0,2,2,3,3,1,2,0,0,1,1
13,0,0,0,0,0,0,0,3,1,0,1,1,1,3,3,1,3,0,0,1,1
45,1,2,0,1,0,6,0,2,3,1,2,2,6,5,11,5,2,4,2,4,7
5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0
49,1,4,0,3,1,3,0,3,2,0,1,4,8,8,10,3,2,0,1,6,4
18,0,1,1,0,0,2,0,0,2,0,0,1,4,5,1,2,0,2,0,2,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1,0,1,0,0,0,3,0,2,1,0,0,0,0,0
6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,1,1
20,0,3,0,1,1,2,0,0,5,0,0,1,0,3,5,0,0,0,0,1,2
3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
18,1,1,1,1,0,3,0,2,2,0,0,0,2,5,3,1,2,1,1,2,3
15,0,2,0,0,1,2,0,0,1,0,1,0,3,5,2,0,0,1,2,2,0
9,0,0,0,1,0,1,0,0,1,0,1,0,3,0,2,1,0,1,0,0,0
4,0,1,0,1,1,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0
14,1,2,0,2,0,0,1,0,0,0,1,0,4,1,2,1,2,0,2,0,1
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
22,0,1,0,0,0,1,0,0,3,0,0,2,3,4,2,2,1,1,3,6,2
8,0,0,0,0,0,2,0,0,1,0,0,0,0,2,2,1,1,0,1,1,2
14,0,0,0,1,1,2,0,2,1,0,1,0,4,1,1,0,1,0,0,2,3
47,2,1,2,2,1,5,1,2,3,0,1,0,3,12,5,7,4,3,1,6,4
31,2,6,1,1,1,6,2,1,4,0,1,2,4,5,8,3,3,2,1,7,2
11,0,1,1,3,0,3,1,0,0,0,0,0,3,1,3,1,1,1,2,2,0
15,0,0,1,2,0,1,0,0,0,0,2,1,0,5,1,2,1,0,0,0,0
19,0,1,0,1,0,2,0,2,0,0,0,0,4,3,2,2,1,0,1,3,2
35,0,1,1,2,2,4,0,3,1,1,3,0,8,2,3,4,3,0,1,5,4
27,0,1,0,4,1,3,0,2,3,1,1,2,5,6,5,1,1,3,0,2,3
8,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,1,0,0,4,3
8,0,1,0,1,0,2,0,0,1,0,0,0,2,0,2,2,0,1,0,0,0
12,0,1,0,1,0,2,1,0,2,0,1,1,3,4,3,1,1,0,0,0,2
6,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,1,1,0,0,0,2
7,0,1,0,1,2,3,0,1,0,1,0,0,1,3,1,1,0,1,0,1,0
3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0
17,1,0,1,0,1,1,0,1,1,0,1,2,4,3,2,1,2,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
12,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,1,1,1,0,1,1
8,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,1,0,2,1,0,1
4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
18,0,1,0,3,0,4,0,1,0,0,0,0,6,4,4,3,1,2,0,1,3
32,6,3,1,2,1,6,1,2,1,0,2,0,9,6,5,0,2,0,3,4,3
18,0,2,0,0,1,1,1,0,1,0,0,0,2,7,2,2,0,0,1,6,0
39,0,1,1,3,0,7,0,3,5,0,3,1,6,7,9,1,2,2,2,3,5
6,1,0,0,0,0,1,0,0,1,0,1,0,1,3,1,0,2,0,1,3,0
12,0,0,1,1,0,2,0,0,0,0,0,0,1,2,0,0,3,0,1,2,2
25,0,2,0,1,1,4,2,0,0,0,0,0,5,4,6,3,1,2,1,3,3
10,1,0,0,0,1,1,0,1,2,0,1,0,3,1,2,2,0,0,1,0,1
4,0,1,0,1,0,0,0,1,2,0,0,0,1,2,0,0,1,0,0,0,0
6,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,4
2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
22,0,0,1,1,1,3,1,1,2,0,2,0,5,4,3,4,2,3,1,5,4
23,0,1,1,1,2,3,0,1,0,1,1,1,3,4,6,2,0,2,0,2,4
60,6,3,1,1,1,8,0,5,8,0,4,1,15,11,12,7,4,2,0,5,9
51,2,1,2,2,3,8,0,2,2,1,4,1,11,9,6,4,6,3,1,7,7
35,0,0,0,1,1,1,2,3,3,0,3,1,6,6,4,0,1,1,0,5,2
25,1,1,0,0,1,2,0,0,2,0,3,0,6,4,3,3,2,0,1,2,1
21,0,2,0,1,0,8,1,1,1,1,1,1,4,4,5,1,0,1,0,4,4
38,1,3,0,2,0,5,0,1,4,0,5,0,8,12,9,7,1,2,3,4,3
41,2,1,1,3,2,3,1,5,4,1,5,3,11,8,9,3,5,3,2,5,2
4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0
7,0,0,0,1,0,3,0,1,2,0,1,0,1,2,2,0,0,1,0,1,1
3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,1,0,0,0,0,1,0,1,0,0,0,2,1,1,0,0,0,0,2,0
9,0,0,0,0,1,2,0,0,1,0,0,1,1,3,0,1,0,0,1,0,0
70,0,5,1,0,0,11,5,4,10,1,6,2,8,17,9,7,6,1,9,7,7
28,1,0,1,3,1,6,0,2,2,0,3,0,4,0,6,2,3,1,1,3,3
19,4,1,0,1,1,3,0,1,0,0,1,0,2,2,2,0,3,0,0,1,2
22,0,1,0,3,1,4,2,0,2,0,0,3,1,6,2,3,0,0,1,5,1
29,1,0,0,0,0,2,1,2,1,0,3,2,6,8,7,1,1,1,1,2,5
34,2,3,0,2,1,7,0,2,1,0,1,0,7,4,3,3,3,0,0,7,4
9,0,0,0,2,0,1,0,1,2,0,0,0,1,3,3,2,0,0,1,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,0,3,1,0,1,5,2,2,4,1,2,1,8,13,11,8,3,3,2,10,8
36,3,1,0,1,1,4,0,2,2,0,0,1,9,6,5,3,2,0,2,3,4
6,0,0,0,0,0,1,0,1,0,0,0,0,3,1,3,2,0,0,0,1,1
21,1,1,0,0,0,4,1,0,0,0,2,0,2,3,3,2,0,0,0,2,1
38,3,3,0,1,0,5,0,2,3,2,3,0,9,7,9,4,1,5,0,2,2
8,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,2,0
61,3,4,1,4,1,9,0,4,3,1,4,2,14,8,11,7,5,5,5,10,12
27,0,0,0,0,2,3,0,0,3,0,1,0,6,5,3,2,2,1,3,2,2
14,0,0,0,0,0,2,0,1,1,0,2,0,2,1,2,1,2,0,2,3,0
12,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,2,0,0,1,2,1
27,1,0,0,1,3,2,0,2,2,0,2,0,2,6,5,3,1,0,0,4,1
11,0,0,0,0,0,1,0,1,1,0,0,0,3,1,3,1,0,1,0,1,2
3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
24,2,1,0,1,0,2,1,1,2,0,3,0,4,2,4,4,2,1,2,3,3
15,0,0,0,1,0,6,0,2,3,0,0,1,2,4,6,0,1,1,1,5,1
25,0,0,0,0,2,3,1,0,5,1,4,0,4,3,3,1,2,1,0,3,4
38,1,2,0,0,2,7,0,2,2,0,3,1,3,4,11,6,7,0,2,4,7
3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
39,1,2,0,2,0,6,0,2,5,1,2,1,9,5,6,0,1,3,0,6,3
29,1,0,1,0,1,1,2,1,3,1,1,0,4,4,5,2,4,1,3,3,2
4,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0
46,1,0,0,1,2,4,2,1,3,1,4,3,11,9,6,3,2,1,0,6,2
38,2,2,0,1,0,4,2,2,5,1,3,2,10,7,7,5,1,3,0,8,7
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
18,0,0,0,2,0,5,0,0,2,0,0,0,1,2,3,1,1,1,0,1,1
47,1,2,1,1,3,8,0,0,6,0,1,2,5,11,11,8,5,0,3,8,6
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13,1,1,0,0,1,0,0,1,0,0,1,0,2,3,3,2,1,1,0,1,2
42,1,3,0,1,2,8,1,3,2,0,3,1,8,5,6,4,2,3,1,5,5
14,0,1,0,1,0,1,1,1,0,0,0,3,3,3,2,0,1,1,0,5,3
28,0,0,0,2,0,4,0,2,3,1,1,0,5,7,7,3,5,0,1,6,3
8,0,0,0,0,0,1,0,0,1,0,1,1,1,0,2,0,1,0,0,1,1
10,0,0,0,1,0,1,0,0,0,0,0,0,3,4,4,0,3,1,0,0,2
53,0,4,2,2,0,5,2,2,3,0,1,1,12,11,10,7,3,4,4,6,4
27,0,2,0,0,1,3,1,2,3,0,0,2,8,5,1,1,2,2,1,4,1
29,0,0,0,1,1,3,1,2,2,0,2,0,2,2,3,1,1,1,1,2,3
3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
20,0,2,0,1,0,1,1,1,2,0,0,1,1,5,4,0,4,1,0,2,1
20,1,1,0,1,0,4,0,0,1,1,0,0,5,3,4,0,3,3,0,3,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,0,0,0,0,0,2,0,0,0,0,1,0,1,2,1,1,1,1,0,1,2
8,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,2,0,1,1
11,0,2,0,0,0,1,1,0,0,0,1,0,0,2,1,1,1,0,0,1,0
34,0,0,0,2,1,5,0,3,3,0,1,0,7,7,8,1,2,2,2,5,6
142,4,7,2,3,4,20,4,8,14,3,8,5,24,17,26,9,8,7,7,15,13
28,1,2,0,3,0,4,4,1,1,1,1,1,8,4,8,4,1,1,1,3,3
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,0,1,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,2,0
25,0,0,0,0,0,4,2,0,3,0,1,1,7,3,7,2,2,2,1,4,2
37,0,4,2,1,1,2,0,0,3,0,0,0,8,7,6,3,1,2,2,4,3
10,0,0,0,0,0,2,1,0,1,0,3,1,1,4,2,2,0,0,0,2,1
32,0,0,1,3,1,1,0,1,1,0,4,1,6,4,3,2,3,0,2,9,5
54,2,3,2,3,2,6,1,3,4,1,2,1,7,7,13,8,4,4,3,4,4
30,0,1,0,2,1,3,2,1,2,1,2,2,5,7,4,3,6,2,1,1,0
5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,3,1
4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,3,0,1,0,0,1,0
22,0,1,0,0,0,2,0,0,3,2,2,2,5,4,3,2,0,0,0,4,4
12,0,1,0,1,0,0,0,1,1,0,0,1,6,3,5,0,0,0,1,3,2
65,0,3,1,2,1,11,2,3,4,2,3,1,11,11,8,8,5,1,3,8,4
21,1,3,0,0,1,1,0,2,1,0,2,1,2,6,6,2,2,1,1,5,1
52,2,2,1,1,1,9,1,4,5,0,2,3,6,7,8,6,7,5,1,9,4
