Degree,Asian Music,Blues,Chill Out/Trip-Hop/Lounge,Classical,Comedy,Contemporary R&B,Contemporary Soul,Country,Dancefloor,Dancehall/Ragga,Disco,East Coast,Film Scores,Films/Games,Folk,Hard Rock,Indie Rock/Rock pop,Jazz,Kids,Latin Music,Metal
10,0,0,0,0,0,2,0,0,2,0,0,0,2,2,3,0,0,1,0,1,0
26,0,2,0,0,2,1,0,3,1,0,2,1,5,6,3,4,0,1,2,8,2
10,0,1,0,0,0,1,0,1,2,0,0,0,3,1,4,1,1,0,0,3,1
23,0,0,0,1,1,4,2,3,2,0,0,0,0,5,5,3,2,2,1,3,0
18,0,0,0,0,0,1,1,3,1,0,0,1,4,1,3,1,3,0,1,4,2
5,0,0,0,0,0,1,0,1,1,0,0,1,2,1,0,0,0,0,0,1,0
10,0,1,0,0,0,1,1,2,1,0,1,0,1,3,2,3,1,0,0,2,1
9,0,0,0,0,0,2,0,1,4,0,0,0,2,1,1,1,0,1,1,1,2
4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6,1,0,0,0,0,1,0,2,1,0,0,0,1,2,1,2,0,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,2,12,1,0,1,3,0,1,2,1,0,0,2,5,6,0,0,3,1,4,2
4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
17,0,1,2,1,1,3,0,3,4,0,2,1,2,3,6,2,2,4,1,3,1
23,0,0,0,0,0,7,0,0,2,1,2,0,2,5,5,1,3,2,2,2,2
42,1,15,1,1,0,3,1,1,2,0,0,2,6,4,8,3,3,1,2,3,5
31,0,1,0,1,2,4,2,2,2,0,5,1,2,7,6,4,0,2,0,3,0
21,0,3,0,0,2,1,0,1,2,0,3,1,6,2,3,1,0,0,1,4,0
20,1,1,0,0,0,1,0,2,3,0,0,0,2,2,5,1,0,1,1,2,1
27,0,9,0,1,2,5,0,1,0,0,0,0,6,4,7,2,1,0,1,6,7
7,1,0,0,0,0,1,1,0,1,1,1,1,4,1,1,1,0,0,2,1,0
14,0,7,0,1,0,1,0,1,0,0,1,0,2,5,2,2,2,1,2,4,4
13,0,0,0,0,0,2,2,1,1,0,0,1,0,2,3,1,1,0,1,1,0
45,0,8,0,1,1,8,3,4,4,0,2,0,6,7,4,3,4,5,1,6,3
5,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1
49,2,9,0,1,0,6,3,1,5,0,4,2,10,7,6,3,1,2,3,1,7
18,0,0,0,0,0,2,1,1,1,0,0,0,5,3,2,0,1,0,0,5,3
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0
6,0,0,0,0,0,1,1,1,3,0,0,0,1,1,2,1,0,0,0,0,1
20,0,3,0,0,0,0,0,2,0,0,2,0,2,6,1,5,1,2,3,5,2
3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18,1,0,0,1,0,2,1,5,4,1,0,1,2,3,3,2,1,2,0,2,3
15,0,0,1,0,1,2,0,1,0,1,0,0,3,1,2,0,1,1,0,1,1
9,0,0,1,0,0,1,0,0,1,0,0,0,2,0,2,1,2,1,0,1,1
4,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0
14,0,2,0,0,0,2,1,0,1,0,0,1,2,3,4,0,1,0,2,3,3
3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
22,1,0,1,1,0,4,1,2,2,0,1,0,2,4,3,2,0,2,1,4,1
8,0,1,0,0,0,1,0,1,1,0,0,0,1,2,2,2,0,0,0,2,0
14,0,0,0,0,0,2,0,1,1,0,1,0,2,2,1,0,2,0,1,2,1
47,1,12,0,1,1,12,5,3,6,0,1,1,6,9,5,4,1,2,1,2,5
31,0,0,0,1,0,2,1,0,5,0,1,0,5,2,4,4,4,1,0,5,3
11,0,1,0,1,0,1,0,2,2,0,0,0,1,1,2,0,0,1,0,0,1
15,1,2,0,0,0,3,1,2,2,0,0,1,3,4,2,0,1,0,0,3,0
19,1,0,1,1,0,0,0,1,1,1,0,0,3,5,5,3,2,1,0,1,0
35,1,22,0,1,1,6,3,1,2,1,1,1,4,4,5,4,3,0,1,4,5
27,0,5,0,0,2,2,0,3,4,0,1,3,5,3,8,3,0,0,0,0,4
8,0,0,0,1,0,2,0,0,1,0,2,0,1,1,0,1,0,0,1,1,1
8,1,0,0,0,0,3,1,0,0,0,1,0,1,1,0,0,1,0,0,2,2
12,0,2,0,1,1,3,1,0,2,1,2,0,1,3,1,3,1,1,0,0,3
6,0,0,0,1,0,0,0,0,2,0,1,0,1,2,0,0,0,0,1,2,0
7,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,1,2,1
3,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
17,1,2,0,1,0,3,0,2,1,0,0,1,4,1,2,1,1,2,1,5,4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,1,2,0,0,1,0,0,0,1,0,2,0,0,0,0,1,2
12,0,1,0,0,0,0,0,0,1,0,1,1,1,2,5,1,0,1,0,0,3
8,0,3,1,0,1,1,0,0,1,0,1,0,0,1,3,0,0,0,0,3,1
4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
18,1,5,0,0,0,5,0,0,4,0,2,0,3,2,2,2,1,0,1,2,5
32,1,7,1,1,1,3,1,1,2,2,2,0,4,3,8,4,2,0,3,5,4
18,0,0,1,0,0,6,1,1,1,0,1,0,1,0,4,0,1,0,2,3,2
39,1,0,0,1,1,9,2,2,3,0,3,1,5,4,11,2,1,2,1,4,4
6,0,0,0,1,0,2,0,0,0,0,0,0,2,1,1,1,0,0,0,1,1
12,0,0,1,0,0,1,0,0,2,1,1,1,2,2,1,2,0,0,1,1,2
25,0,7,0,2,0,2,0,2,1,0,0,0,3,6,5,4,1,0,1,3,2
10,0,1,0,2,1,2,1,0,0,0,0,2,0,1,1,0,2,0,0,1,3
4,0,1,0,0,0,0,0,1,1,0,0,0,2,1,1,1,0,0,0,0,1
6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0
2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
22,1,2,0,1,0,2,1,2,2,0,1,0,5,7,4,2,0,1,2,1,4
23,1,5,2,0,0,2,0,2,2,0,2,1,7,4,4,4,3,0,1,1,1
60,0,25,1,2,1,6,2,3,10,1,1,0,10,13,8,3,4,8,2,6,3
51,0,5,0,2,0,4,1,3,4,0,4,4,6,9,15,4,4,2,4,1,4
35,0,4,1,2,0,6,1,1,2,1,3,1,7,6,5,3,4,2,0,5,2
25,1,0,1,0,0,6,0,1,3,0,0,0,3,6,5,0,3,1,0,1,1
21,0,2,1,0,1,2,1,1,3,0,1,1,8,2,2,2,1,2,1,4,5
38,1,8,3,1,1,6,2,3,2,0,4,0,6,2,8,1,2,3,3,4,3
41,0,30,0,3,2,7,0,4,4,0,3,2,6,7,3,5,1,1,4,5,4
4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1
7,0,4,0,0,0,1,0,1,0,0,0,0,0,2,2,2,1,0,0,1,1
3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,1,3,0,0,0,0,0,0,2,1,1,3,0,0,0,0,2
9,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2,1,0,0
70,1,4,1,3,3,12,2,3,5,1,4,1,18,12,15,4,2,4,2,7,10
28,0,13,1,2,2,2,1,0,3,0,1,0,5,2,2,5,0,2,0,2,1
19,0,4,0,1,0,1,1,0,2,0,3,1,2,7,6,2,1,2,0,3,1
22,0,5,0,0,2,2,0,1,2,0,0,0,4,4,3,5,0,1,0,3,2
29,0,0,0,1,1,4,1,1,3,1,1,0,6,3,4,4,2,1,1,5,0
34,0,9,0,2,2,1,0,3,6,1,0,1,9,10,5,5,1,2,1,5,2
9,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
45,0,3,1,2,0,4,0,3,5,1,1,6,3,10,6,3,3,2,0,4,6
36,0,19,0,2,0,5,1,2,3,0,0,0,5,4,8,2,4,0,2,3,5
6,0,0,0,0,1,0,0,0,1,0,0,0,3,3,1,1,0,0,0,1,1
21,1,1,1,0,0,2,2,0,4,1,3,0,6,3,4,3,2,0,0,7,5
38,1,5,2,2,0,4,1,1,2,0,0,1,5,10,5,3,2,2,5,7,5
8,0,0,0,0,0,3,0,1,1,0,0,1,1,0,1,0,0,2,0,1,1
61,0,41,1,0,2,12,3,4,2,1,2,1,7,6,9,5,9,1,2,6,6
27,1,2,1,0,0,3,0,1,3,0,0,1,3,7,3,1,0,3,1,3,2
14,0,0,0,1,0,4,0,0,0,0,2,3,4,2,0,1,1,0,1,1,2
12,0,2,0,0,0,1,1,0,1,0,2,1,0,2,2,1,1,0,1,1,2
27,0,4,0,0,0,5,2,2,4,0,2,2,4,6,0,2,1,2,1,2,1
11,0,2,0,1,0,1,0,1,3,0,1,1,2,2,3,1,2,1,1,1,2
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,0,6,0,0,0,3,0,1,2,0,1,0,3,4,3,4,2,0,1,3,3
15,0,3,1,0,1,3,1,2,1,2,0,0,2,3,3,2,0,2,0,3,1
25,1,2,0,0,0,6,1,0,2,0,2,0,4,4,4,5,1,2,1,9,0
38,1,5,1,1,0,4,0,2,5,1,4,1,7,12,9,4,3,4,1,2,7
3,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0
2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
39,1,4,0,2,2,6,5,1,2,0,1,1,6,8,3,5,2,1,0,4,4
29,0,7,1,1,1,6,4,0,3,0,4,2,4,7,6,4,1,1,0,4,1
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
46,0,5,1,5,3,6,0,2,4,0,0,0,9,8,6,6,2,2,1,4,6
38,2,15,0,1,1,5,2,2,3,1,1,1,5,4,10,3,4,2,4,3,5
2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0
18,0,1,1,0,1,1,0,2,2,0,0,0,4,1,0,1,2,0,1,1,3
47,0,12,1,1,0,6,1,1,3,1,3,2,6,7,4,4,1,3,2,7,3
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,0,0,1,0,0,1,2,1,0,0,1,0,2,3,2,1,1,0,1,2,1
42,0,31,0,0,0,10,2,1,4,0,2,2,3,8,8,2,2,3,1,4,3
14,0,0,2,0,0,1,0,1,0,0,1,1,3,4,2,2,1,2,0,2,3
28,0,3,1,1,0,4,1,1,1,1,1,1,7,10,5,3,0,1,0,1,3
8,0,1,0,0,0,1,0,0,1,1,0,0,1,2,3,2,1,1,0,0,0
10,0,0,0,0,0,2,0,0,2,1,1,0,1,2,2,2,2,0,0,2,1
53,1,4,3,3,1,5,1,2,5,0,1,0,7,7,9,4,3,2,4,7,8
27,1,2,0,2,1,1,2,1,4,0,1,0,8,5,3,1,0,0,3,2,3
29,0,3,0,0,0,3,1,1,2,1,1,1,0,7,5,2,2,2,0,7,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,0,2,0,3,0,3,0,0,4,1,4,1,3,2,4,0,1,0,0,1,2
20,0,1,1,0,1,1,0,3,0,0,1,1,4,3,4,1,1,0,2,0,3
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0,0,0,0,0,4,1,0,2,0,2,2,2,2,4,0,0,1,0,1,1
8,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0,1,0,0,0,1
11,0,1,0,0,0,1,0,1,1,0,3,0,2,2,1,2,1,0,0,0,1
34,0,2,1,3,1,5,1,1,2,0,3,2,8,8,10,3,1,1,0,5,3
142,1,21,1,5,5,31,6,9,11,4,6,5,23,23,25,10,10,2,2,24,17
28,1,6,0,0,0,2,3,2,4,0,1,1,4,7,4,3,2,2,0,1,3
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,1,0,0,0,1,0,2,0,2,1,2,1,0,2,1,0,0
25,0,3,0,0,0,3,0,2,2,0,0,0,4,4,6,2,1,1,0,4,3
37,0,0,1,3,1,7,1,0,7,1,4,0,3,8,6,3,2,0,3,2,3
10,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1
32,1,8,0,1,0,3,0,1,3,2,1,0,5,5,7,2,1,2,2,3,2
54,1,12,1,1,4,7,2,1,3,1,4,1,11,12,9,2,3,3,1,6,0
30,0,1,1,0,1,3,0,1,2,0,2,1,4,3,5,2,3,2,2,0,3
5,0,0,0,0,0,1,0,1,1,0,0,0,3,2,0,0,0,0,0,0,1
4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
22,1,0,1,1,0,5,2,2,2,0,2,0,4,4,4,5,3,4,0,3,1
12,0,0,0,0,0,1,0,1,2,0,2,0,2,2,2,1,0,3,0,1,1
65,0,2,0,4,0,7,0,3,10,1,6,0,16,11,10,3,5,3,5,8,7
21,0,1,0,0,0,1,1,1,2,1,1,1,3,5,5,3,1,1,0,1,2
52,0,10,0,1,1,5,5,2,2,1,2,1,5,4,7,5,3,2,4,11,7
